customer_id,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,RFM_Level
14703,1,4,119.58,4,4,4,444,12,STARS
8929,512,1,119.57,1,1,4,114,6,BIG SPENDER
5837,507,1,119.55,1,1,4,114,6,BIG SPENDER
162,545,1,119.54,1,1,4,114,6,BIG SPENDER
17506,212,7,119.54,3,4,4,344,11,BIG SPENDER
17120,485,1,119.51,2,1,4,214,7,BIG SPENDER
13306,405,2,119.49,3,3,4,334,10,BIG SPENDER
3105,383,4,119.49,3,4,4,344,11,BIG SPENDER
5146,42,4,119.48,4,4,4,444,12,STARS
1522,416,3,119.47,3,3,4,334,10,BIG SPENDER
20919,274,3,119.44,3,3,4,334,10,BIG SPENDER
4463,500,4,119.44,2,4,4,244,10,BIG SPENDER
3533,275,4,119.43,3,4,4,344,11,BIG SPENDER
11657,358,4,119.38,3,4,4,344,11,BIG SPENDER
21675,102,3,119.34,4,3,4,434,11,BIG SPENDER
21473,138,4,119.29,4,4,4,444,12,STARS
6918,75,6,119.27,4,4,4,444,12,STARS
9499,511,1,119.25,1,1,4,114,6,BIG SPENDER
18032,361,2,119.23,3,3,4,334,10,BIG SPENDER
22634,16,3,119.2,4,3,4,434,11,BIG SPENDER
9872,509,1,119.19,1,1,4,114,6,BIG SPENDER
3550,95,3,119.11,4,3,4,434,11,BIG SPENDER
7782,117,5,119.11,4,4,4,444,12,STARS
21161,115,4,119.1,4,4,4,444,12,STARS
8699,480,2,119.09,2,3,4,234,9,BIG SPENDER
16697,262,8,119.07,3,4,4,344,11,BIG SPENDER
668,461,2,119.03,3,3,4,334,10,BIG SPENDER
6686,93,4,119.03,4,4,4,444,12,STARS
14655,224,2,119.02,3,3,4,334,10,BIG SPENDER
12479,298,5,119.0,3,4,4,344,11,BIG SPENDER
3594,495,2,119.0,2,3,4,234,9,BIG SPENDER
7024,461,3,118.99,3,3,4,334,10,BIG SPENDER
565,441,2,118.98,3,3,4,334,10,BIG SPENDER
21698,128,5,118.96,4,4,4,444,12,STARS
21774,442,2,118.95,3,3,4,334,10,BIG SPENDER
13999,60,2,118.94,4,3,4,434,11,BIG SPENDER
5311,204,6,118.94,4,4,4,444,12,STARS
23508,448,2,118.93,3,3,4,334,10,BIG SPENDER
2799,532,1,118.93,1,1,4,114,6,BIG SPENDER
19828,124,4,118.93,4,4,4,444,12,STARS
14316,72,3,118.93,4,3,4,434,11,BIG SPENDER
22383,54,3,118.92,4,3,4,434,11,BIG SPENDER
19338,297,3,118.92,3,3,4,334,10,BIG SPENDER
358,55,5,118.92,4,4,4,444,12,STARS
3133,233,6,118.86,3,4,4,344,11,BIG SPENDER
10332,415,2,118.84,3,3,4,334,10,BIG SPENDER
19927,236,3,118.76,3,3,4,334,10,BIG SPENDER
3148,197,3,118.76,4,3,4,434,11,BIG SPENDER
12298,222,3,118.71,3,3,4,334,10,BIG SPENDER
11757,301,4,118.69,3,4,4,344,11,BIG SPENDER
17126,3,6,118.66,4,4,4,444,12,STARS
17668,282,5,118.65,3,4,4,344,11,BIG SPENDER
11851,503,1,118.59,2,1,4,214,7,BIG SPENDER
16000,489,1,118.59,2,1,4,214,7,BIG SPENDER
10963,506,1,118.58,1,1,4,114,6,BIG SPENDER
5572,442,4,118.56,3,4,4,344,11,BIG SPENDER
7698,460,4,118.55,3,4,4,344,11,BIG SPENDER
2693,534,5,118.55,1,4,4,144,9,BIG SPENDER
9115,206,5,118.52,4,4,4,444,12,STARS
2411,428,8,118.52,3,4,4,344,11,BIG SPENDER
12002,18,7,118.48,4,4,4,444,12,STARS
4256,98,9,118.48,4,4,4,444,12,STARS
12206,451,4,118.46,3,4,4,344,11,BIG SPENDER
9753,221,4,118.45,3,4,4,344,11,BIG SPENDER
19542,177,2,118.43,4,3,4,434,11,BIG SPENDER
9920,251,3,118.42,3,3,4,334,10,BIG SPENDER
12373,141,8,118.4,4,4,4,444,12,STARS
20586,253,3,118.4,3,3,4,334,10,BIG SPENDER
12474,20,7,118.4,4,4,4,444,12,STARS
4915,119,3,118.37,4,3,4,434,11,BIG SPENDER
2958,334,3,118.36,3,3,4,334,10,BIG SPENDER
276,29,4,118.35,4,4,4,444,12,STARS
10409,211,4,118.35,3,4,4,344,11,BIG SPENDER
14565,95,2,118.34,4,3,4,434,11,BIG SPENDER
17897,20,5,118.31,4,4,4,444,12,STARS
12903,424,4,118.14,3,4,4,344,11,BIG SPENDER
11163,483,4,118.09,2,4,4,244,10,BIG SPENDER
10310,17,7,118.07,4,4,4,444,12,STARS
18837,392,4,118.04,3,4,4,344,11,BIG SPENDER
19595,34,4,118.03,4,4,4,444,12,STARS
14417,26,4,118.01,4,4,4,444,12,STARS
18761,480,1,117.96,2,1,4,214,7,BIG SPENDER
7887,335,3,117.96,3,3,4,334,10,BIG SPENDER
15389,490,1,117.95,2,1,4,214,7,BIG SPENDER
3261,338,3,117.94,3,3,4,334,10,BIG SPENDER
6934,217,3,117.93,3,3,4,334,10,BIG SPENDER
21890,307,2,117.93,3,3,4,334,10,BIG SPENDER
6976,519,1,117.93,1,1,4,114,6,BIG SPENDER
14918,215,5,117.86,3,4,4,344,11,BIG SPENDER
8360,514,2,117.84,1,3,4,134,8,BIG SPENDER
17134,31,6,117.83,4,4,4,444,12,STARS
15985,219,5,117.8,3,4,4,344,11,BIG SPENDER
23205,337,6,117.78,3,4,4,344,11,BIG SPENDER
2926,534,1,117.76,1,1,4,114,6,BIG SPENDER
8377,514,1,117.74,1,1,4,114,6,BIG SPENDER
5367,383,5,117.72,3,4,4,344,11,BIG SPENDER
11484,504,1,117.72,2,1,4,214,7,BIG SPENDER
18674,373,2,117.71,3,3,4,334,10,BIG SPENDER
22413,160,3,117.69,4,3,4,434,11,BIG SPENDER
21393,2,5,117.69,4,4,4,444,12,STARS
1916,103,6,117.63,4,4,4,444,12,STARS
16945,12,6,117.61,4,4,4,444,12,STARS
9429,47,2,117.57,4,3,4,434,11,BIG SPENDER
21487,470,1,117.54,3,1,4,314,8,BIG SPENDER
484,30,5,117.49,4,4,4,444,12,STARS
9802,130,3,117.46,4,3,4,434,11,BIG SPENDER
13319,48,5,117.45,4,4,4,444,12,STARS
15211,233,5,117.39,3,4,4,344,11,BIG SPENDER
21510,21,5,117.37,4,4,4,444,12,STARS
6759,187,3,117.36,4,3,4,434,11,BIG SPENDER
5460,9,5,117.35,4,4,4,444,12,STARS
2268,419,2,117.34,3,3,4,334,10,BIG SPENDER
43,37,5,117.32,4,4,4,444,12,STARS
2361,534,2,117.23,1,3,4,134,8,BIG SPENDER
14709,362,4,117.22,3,4,4,344,11,BIG SPENDER
17927,432,3,117.19,3,3,4,334,10,BIG SPENDER
13113,211,2,117.18,3,3,4,334,10,BIG SPENDER
18752,258,2,117.17,3,3,4,334,10,BIG SPENDER
21615,245,3,117.17,3,3,4,334,10,BIG SPENDER
11915,74,7,117.17,4,4,4,444,12,STARS
16305,229,3,117.16,3,3,4,334,10,BIG SPENDER
2704,535,1,117.15,1,1,4,114,6,BIG SPENDER
21367,466,1,117.11,3,1,4,314,8,BIG SPENDER
958,542,1,117.1,1,1,4,114,6,BIG SPENDER
21512,365,2,117.08,3,3,4,334,10,BIG SPENDER
22846,449,2,117.07,3,3,4,334,10,BIG SPENDER
3192,179,4,117.07,4,4,4,444,12,STARS
10052,192,2,117.05,4,3,4,434,11,BIG SPENDER
8459,136,5,117.04,4,4,4,444,12,STARS
4247,78,5,117.04,4,4,4,444,12,STARS
2675,184,4,117.03,4,4,4,444,12,STARS
10623,222,3,117.03,3,3,4,334,10,BIG SPENDER
1630,488,2,117.02,2,3,4,234,9,BIG SPENDER
22468,366,4,116.98,3,4,4,344,11,BIG SPENDER
20148,82,6,116.98,4,4,4,444,12,STARS
1701,474,2,116.97,2,3,4,234,9,BIG SPENDER
16081,91,7,116.96,4,4,4,444,12,STARS
23402,5,2,116.92,4,3,4,434,11,BIG SPENDER
3259,201,3,116.92,4,3,4,434,11,BIG SPENDER
14792,19,3,116.92,4,3,4,434,11,BIG SPENDER
8216,438,2,116.92,3,3,4,334,10,BIG SPENDER
21583,106,4,116.92,4,4,4,444,12,STARS
3469,204,4,116.89,4,4,4,444,12,STARS
23177,89,3,116.84,4,3,4,434,11,BIG SPENDER
21082,122,6,116.83,4,4,4,444,12,STARS
1561,232,2,116.81,3,3,4,334,10,BIG SPENDER
7082,295,2,116.81,3,3,4,334,10,BIG SPENDER
2718,533,1,116.8,1,1,4,114,6,BIG SPENDER
11199,7,3,116.79,4,3,4,434,11,BIG SPENDER
13105,290,4,116.79,3,4,4,344,11,BIG SPENDER
15867,461,2,116.78,3,3,4,334,10,BIG SPENDER
14912,472,2,116.74,2,3,4,234,9,BIG SPENDER
523,249,5,116.73,3,4,4,344,11,BIG SPENDER
1285,540,1,116.73,1,1,4,114,6,BIG SPENDER
23347,80,4,116.73,4,4,4,444,12,STARS
14796,214,4,116.72,3,4,4,344,11,BIG SPENDER
9260,511,1,116.71,1,1,4,114,6,BIG SPENDER
7013,515,2,116.7,1,3,4,134,8,BIG SPENDER
4183,18,7,116.69,4,4,4,444,12,STARS
7103,231,3,116.68,3,3,4,334,10,BIG SPENDER
18716,2,7,116.68,4,4,4,444,12,STARS
21019,396,2,116.68,3,3,4,334,10,BIG SPENDER
12445,162,3,116.66,4,3,4,434,11,BIG SPENDER
20290,423,4,116.65,3,4,4,344,11,BIG SPENDER
4232,69,5,116.64,4,4,4,444,12,STARS
15901,435,4,116.58,3,4,4,344,11,BIG SPENDER
21531,183,6,116.48,4,4,4,444,12,STARS
894,153,6,116.44,4,4,4,444,12,STARS
22737,90,3,116.39,4,3,4,434,11,BIG SPENDER
1348,536,2,116.39,1,3,4,134,8,BIG SPENDER
6308,470,4,116.3,3,4,4,344,11,BIG SPENDER
16203,222,8,116.28,3,4,4,344,11,BIG SPENDER
9806,509,1,116.27,1,1,4,114,6,BIG SPENDER
22914,236,3,116.23,3,3,4,334,10,BIG SPENDER
3016,221,5,116.22,3,4,4,344,11,BIG SPENDER
17396,391,2,116.22,3,3,4,334,10,BIG SPENDER
4981,205,3,116.2,4,3,4,434,11,BIG SPENDER
209,472,3,116.17,2,3,4,234,9,BIG SPENDER
23131,274,4,116.15,3,4,4,344,11,BIG SPENDER
5987,243,3,116.14,3,3,4,334,10,BIG SPENDER
21679,364,2,116.1,3,3,4,334,10,BIG SPENDER
16353,103,8,116.09,4,4,4,444,12,STARS
21810,16,4,116.08,4,4,4,444,12,STARS
21772,74,6,116.07,4,4,4,444,12,STARS
16994,14,6,116.02,4,4,4,444,12,STARS
2655,343,2,115.95,3,3,4,334,10,BIG SPENDER
2415,505,2,115.95,2,3,4,234,9,BIG SPENDER
7228,518,1,115.94,1,1,4,114,6,BIG SPENDER
12627,435,3,115.91,3,3,4,334,10,BIG SPENDER
10356,463,2,115.82,3,3,4,334,10,BIG SPENDER
11829,235,3,115.8,3,3,4,334,10,BIG SPENDER
2412,318,6,115.77,3,4,4,344,11,BIG SPENDER
4796,404,3,115.76,3,3,4,334,10,BIG SPENDER
3017,527,2,115.74,1,3,4,134,8,BIG SPENDER
7690,319,3,115.67,3,3,4,334,10,BIG SPENDER
2745,139,6,115.64,4,4,4,444,12,STARS
18904,396,3,115.6,3,3,4,334,10,BIG SPENDER
20630,218,5,115.59,3,4,4,344,11,BIG SPENDER
1298,508,3,115.59,1,3,4,134,8,BIG SPENDER
20101,25,3,115.57,4,3,4,434,11,BIG SPENDER
4490,444,3,115.57,3,3,4,334,10,BIG SPENDER
5072,72,4,115.56,4,4,4,444,12,STARS
9783,313,4,115.56,3,4,4,344,11,BIG SPENDER
20943,452,2,115.51,3,3,4,334,10,BIG SPENDER
8318,234,3,115.5,3,3,4,334,10,BIG SPENDER
15598,167,2,115.45,4,3,4,434,11,BIG SPENDER
9391,71,5,115.43,4,4,4,444,12,STARS
16549,61,5,115.43,4,4,4,444,12,STARS
12096,302,3,115.42,3,3,4,334,10,BIG SPENDER
15753,24,5,115.37,4,4,4,444,12,STARS
4233,516,1,115.32,1,1,4,114,6,BIG SPENDER
21973,334,3,115.27,3,3,4,334,10,BIG SPENDER
20628,19,6,115.22,4,4,4,444,12,STARS
732,232,3,115.19,3,3,4,334,10,BIG SPENDER
185,39,5,115.19,4,4,4,444,12,STARS
5860,29,4,115.18,4,4,4,444,12,STARS
18391,84,5,115.03,4,4,4,444,12,STARS
17973,88,4,115.02,4,4,4,444,12,STARS
2972,317,7,114.98,3,4,4,344,11,BIG SPENDER
6253,104,5,114.97,4,4,4,444,12,STARS
8787,82,4,114.97,4,4,4,444,12,STARS
3513,481,3,114.97,2,3,4,234,9,BIG SPENDER
15227,476,2,114.95,2,3,4,234,9,BIG SPENDER
20114,435,3,114.94,3,3,4,334,10,BIG SPENDER
7559,26,4,114.92,4,4,4,444,12,STARS
19694,477,1,114.92,2,1,4,214,7,BIG SPENDER
5929,214,6,114.9,3,4,4,344,11,BIG SPENDER
21655,255,4,114.85,3,4,4,344,11,BIG SPENDER
6891,147,4,114.82,4,4,4,444,12,STARS
1293,62,3,114.82,4,3,4,434,11,BIG SPENDER
9702,129,4,114.81,4,4,4,444,12,STARS
3010,427,4,114.81,3,4,4,344,11,BIG SPENDER
8093,430,2,114.8,3,3,4,334,10,BIG SPENDER
15845,344,3,114.8,3,3,4,334,10,BIG SPENDER
14252,317,4,114.76,3,4,4,344,11,BIG SPENDER
16702,19,6,114.76,4,4,4,444,12,STARS
21157,460,2,114.75,3,3,4,334,10,BIG SPENDER
7837,475,2,114.73,2,3,4,234,9,BIG SPENDER
4583,2,3,114.72,4,3,4,434,11,BIG SPENDER
21839,308,4,114.72,3,4,4,344,11,BIG SPENDER
18599,282,3,114.71,3,3,4,334,10,BIG SPENDER
21828,340,7,114.71,3,4,4,344,11,BIG SPENDER
22357,109,3,114.68,4,3,4,434,11,BIG SPENDER
18882,4,8,114.67,4,4,4,444,12,STARS
7762,232,4,114.67,3,4,4,344,11,BIG SPENDER
20532,47,6,114.64,4,4,4,444,12,STARS
14605,143,4,114.59,4,4,4,444,12,STARS
18606,481,1,114.54,2,1,4,214,7,BIG SPENDER
23367,452,3,114.53,3,3,4,334,10,BIG SPENDER
17758,483,1,114.52,2,1,4,214,7,BIG SPENDER
18382,15,3,114.5,4,3,4,434,11,BIG SPENDER
19145,144,2,114.49,4,3,4,434,11,BIG SPENDER
3235,425,4,114.42,3,4,4,344,11,BIG SPENDER
19013,427,3,114.4,3,3,4,334,10,BIG SPENDER
5911,466,3,114.33,3,3,4,334,10,BIG SPENDER
20476,366,2,114.32,3,3,4,334,10,BIG SPENDER
11821,65,8,114.28,4,4,4,444,12,STARS
2899,215,2,114.22,3,3,4,334,10,BIG SPENDER
14543,494,1,114.2,2,1,4,214,7,BIG SPENDER
15878,44,7,114.16,4,4,4,444,12,STARS
10184,127,6,114.09,4,4,4,444,12,STARS
12043,82,5,114.04,4,4,4,444,12,STARS
21126,94,6,113.98,4,4,4,444,12,STARS
18370,155,5,113.97,4,4,4,444,12,STARS
3307,355,4,113.96,3,4,4,344,11,BIG SPENDER
10208,509,1,113.94,1,1,4,114,6,BIG SPENDER
7623,416,3,113.91,3,3,4,334,10,BIG SPENDER
4211,201,4,113.91,4,4,4,444,12,STARS
21717,22,4,113.89,4,4,4,444,12,STARS
11558,287,5,113.87,3,4,4,344,11,BIG SPENDER
2489,165,4,113.86,4,4,4,444,12,STARS
21201,395,6,113.85,3,4,4,344,11,BIG SPENDER
17081,30,6,113.84,4,4,4,444,12,STARS
10127,438,2,113.79,3,3,4,334,10,BIG SPENDER
195,161,7,113.79,4,4,4,444,12,STARS
22989,464,1,113.77,3,1,4,314,8,BIG SPENDER
5905,470,6,113.74,3,4,4,344,11,BIG SPENDER
15373,337,5,113.73,3,4,4,344,11,BIG SPENDER
7342,510,2,113.71,1,3,4,134,8,BIG SPENDER
9737,385,3,113.71,3,3,4,334,10,BIG SPENDER
6765,167,5,113.68,4,4,4,444,12,STARS
17226,376,3,113.66,3,3,4,334,10,BIG SPENDER
2820,265,4,113.63,3,4,4,344,11,BIG SPENDER
17033,485,1,113.59,2,1,4,214,7,BIG SPENDER
1659,525,3,113.58,1,3,4,134,8,BIG SPENDER
5775,14,3,113.56,4,3,4,434,11,BIG SPENDER
8259,462,4,113.56,3,4,4,344,11,BIG SPENDER
6103,471,2,113.52,3,3,4,334,10,BIG SPENDER
20956,165,5,113.52,4,4,4,444,12,STARS
3073,63,4,113.51,4,4,4,444,12,STARS
8486,186,3,113.49,4,3,4,434,11,BIG SPENDER
17412,113,6,113.49,4,4,4,444,12,STARS
16596,102,4,113.47,4,4,4,444,12,STARS
22710,31,3,113.46,4,3,4,434,11,BIG SPENDER
7892,21,8,113.46,4,4,4,444,12,STARS
19503,477,1,113.45,2,1,4,214,7,BIG SPENDER
21109,13,4,113.41,4,4,4,444,12,STARS
11129,97,5,113.4,4,4,4,444,12,STARS
2722,448,3,113.38,3,3,4,334,10,BIG SPENDER
7920,420,4,113.37,3,4,4,344,11,BIG SPENDER
11557,498,2,113.36,2,3,4,234,9,BIG SPENDER
304,399,5,113.34,3,4,4,344,11,BIG SPENDER
23034,388,4,113.33,3,4,4,344,11,BIG SPENDER
9467,147,3,113.32,4,3,4,434,11,BIG SPENDER
1025,14,5,113.32,4,4,4,444,12,STARS
13161,115,3,113.3,4,3,4,434,11,BIG SPENDER
19816,73,3,113.29,4,3,4,434,11,BIG SPENDER
20298,51,6,113.27,4,4,4,444,12,STARS
16082,103,7,113.25,4,4,4,444,12,STARS
16239,19,4,113.19,4,4,4,444,12,STARS
20705,118,3,113.19,4,3,4,434,11,BIG SPENDER
19992,124,4,113.15,4,4,4,444,12,STARS
12265,494,1,113.13,2,1,4,214,7,BIG SPENDER
2721,196,3,113.07,4,3,4,434,11,BIG SPENDER
10770,106,7,113.03,4,4,4,444,12,STARS
4584,269,3,112.99,3,3,4,334,10,BIG SPENDER
9424,124,4,112.9,4,4,4,444,12,STARS
13906,87,3,112.86,4,3,4,434,11,BIG SPENDER
3084,169,2,112.85,4,3,4,434,11,BIG SPENDER
18994,80,6,112.79,4,4,4,444,12,STARS
9557,196,4,112.79,4,4,4,444,12,STARS
19256,419,4,112.77,3,4,4,344,11,BIG SPENDER
18641,480,1,112.76,2,1,4,214,7,BIG SPENDER
17601,484,1,112.76,2,1,4,214,7,BIG SPENDER
12547,129,7,112.74,4,4,4,444,12,STARS
10895,339,5,112.74,3,4,4,344,11,BIG SPENDER
3539,531,1,112.73,1,1,4,114,6,BIG SPENDER
1257,154,4,112.71,4,4,4,444,12,STARS
15674,115,5,112.69,4,4,4,444,12,STARS
6324,184,8,112.67,4,4,4,444,12,STARS
8443,473,2,112.67,2,3,4,234,9,BIG SPENDER
20691,44,3,112.62,4,3,4,434,11,BIG SPENDER
9585,8,3,112.58,4,3,4,434,11,BIG SPENDER
18739,249,2,112.57,3,3,4,334,10,BIG SPENDER
20097,409,3,112.52,3,3,4,334,10,BIG SPENDER
14124,482,3,112.51,2,3,4,234,9,BIG SPENDER
19193,103,4,112.49,4,4,4,444,12,STARS
21404,212,2,112.47,3,3,4,334,10,BIG SPENDER
20621,8,3,112.46,4,3,4,434,11,BIG SPENDER
15991,42,4,112.43,4,4,4,444,12,STARS
15213,491,1,112.43,2,1,4,214,7,BIG SPENDER
6470,475,2,112.42,2,3,4,234,9,BIG SPENDER
2975,22,8,112.4,4,4,4,444,12,STARS
4489,212,3,112.38,3,3,4,334,10,BIG SPENDER
17113,208,8,112.37,3,4,4,344,11,BIG SPENDER
8276,459,5,112.35,3,4,4,344,11,BIG SPENDER
16359,367,4,112.35,3,4,4,344,11,BIG SPENDER
18406,386,3,112.34,3,3,4,334,10,BIG SPENDER
23082,445,3,112.33,3,3,4,334,10,BIG SPENDER
10281,286,3,112.32,3,3,4,334,10,BIG SPENDER
13364,167,4,112.27,4,4,4,444,12,STARS
21212,167,3,112.25,4,3,4,434,11,BIG SPENDER
22477,3,4,112.24,4,4,4,444,12,STARS
446,1,6,112.23,4,4,4,444,12,STARS
12561,3,3,112.22,4,3,4,434,11,BIG SPENDER
8856,513,1,112.2,1,1,4,114,6,BIG SPENDER
21527,165,5,112.2,4,4,4,444,12,STARS
10961,465,1,112.2,3,1,4,314,8,BIG SPENDER
20158,88,5,112.18,4,4,4,444,12,STARS
14485,158,5,112.17,4,4,4,444,12,STARS
855,370,2,112.17,3,3,4,334,10,BIG SPENDER
20590,337,2,112.17,3,3,4,334,10,BIG SPENDER
11089,506,1,112.17,1,1,4,114,6,BIG SPENDER
19657,393,2,112.14,3,3,4,334,10,BIG SPENDER
2163,233,2,112.14,3,3,4,334,10,BIG SPENDER
19044,77,4,112.14,4,4,4,444,12,STARS
14620,169,5,112.12,4,4,4,444,12,STARS
1800,431,2,112.08,3,3,4,334,10,BIG SPENDER
10139,164,4,112.07,4,4,4,444,12,STARS
1297,505,2,112.04,2,3,4,234,9,BIG SPENDER
7300,42,8,112.02,4,4,4,444,12,STARS
7468,432,2,112.0,3,3,4,334,10,BIG SPENDER
5333,223,6,111.99,3,4,4,344,11,BIG SPENDER
8936,19,5,111.97,4,4,4,444,12,STARS
13021,93,3,111.91,4,3,4,434,11,BIG SPENDER
12338,28,3,111.91,4,3,4,434,11,BIG SPENDER
20551,23,5,111.89,4,4,4,444,12,STARS
18314,407,2,111.88,3,3,4,334,10,BIG SPENDER
8181,147,5,111.87,4,4,4,444,12,STARS
21897,279,7,111.8,3,4,4,344,11,BIG SPENDER
8303,260,4,111.79,3,4,4,344,11,BIG SPENDER
22902,211,4,111.76,3,4,4,344,11,BIG SPENDER
15742,446,2,111.72,3,3,4,334,10,BIG SPENDER
8395,5,4,111.71,4,4,4,444,12,STARS
10308,505,1,111.7,2,1,4,214,7,BIG SPENDER
22827,177,4,111.67,4,4,4,444,12,STARS
12196,163,4,111.67,4,4,4,444,12,STARS
13013,10,6,111.66,4,4,4,444,12,STARS
7899,74,5,111.66,4,4,4,444,12,STARS
21747,4,2,111.65,4,3,4,434,11,BIG SPENDER
23559,368,3,111.65,3,3,4,334,10,BIG SPENDER
18702,92,2,111.63,4,3,4,434,11,BIG SPENDER
17053,107,4,111.62,4,4,4,444,12,STARS
9030,501,3,111.61,2,3,4,234,9,BIG SPENDER
2329,515,1,111.6,1,1,4,114,6,BIG SPENDER
5416,84,7,111.59,4,4,4,444,12,STARS
2748,11,7,111.59,4,4,4,444,12,STARS
2393,106,3,111.58,4,3,4,434,11,BIG SPENDER
1705,292,5,111.54,3,4,4,344,11,BIG SPENDER
19722,372,4,111.53,3,4,4,344,11,BIG SPENDER
9658,5,6,111.51,4,4,4,444,12,STARS
20032,298,3,111.47,3,3,4,334,10,BIG SPENDER
2807,371,3,111.46,3,3,4,334,10,BIG SPENDER
18268,442,4,111.45,3,4,4,344,11,BIG SPENDER
582,236,3,111.45,3,3,4,334,10,BIG SPENDER
9101,274,3,111.41,3,3,4,334,10,BIG SPENDER
1937,26,3,111.39,4,3,4,434,11,BIG SPENDER
17265,334,2,111.39,3,3,4,334,10,BIG SPENDER
7119,148,2,111.37,4,3,4,434,11,BIG SPENDER
15331,227,6,111.36,3,4,4,344,11,BIG SPENDER
16506,197,4,111.28,4,4,4,444,12,STARS
3529,531,1,111.22,1,1,4,114,6,BIG SPENDER
16610,225,3,111.2,3,3,4,334,10,BIG SPENDER
18015,74,3,111.19,4,3,4,434,11,BIG SPENDER
17165,485,1,111.18,2,1,4,214,7,BIG SPENDER
5960,239,4,111.17,3,4,4,344,11,BIG SPENDER
19030,479,1,111.11,2,1,4,214,7,BIG SPENDER
22296,132,3,111.04,4,3,4,434,11,BIG SPENDER
4215,209,3,111.03,3,3,4,334,10,BIG SPENDER
23262,271,3,111.01,3,3,4,334,10,BIG SPENDER
12756,373,3,110.99,3,3,4,334,10,BIG SPENDER
18152,482,1,110.95,2,1,4,214,7,BIG SPENDER
13303,412,2,110.94,3,3,4,334,10,BIG SPENDER
19961,29,6,110.9,4,4,4,444,12,STARS
15036,434,2,110.9,3,3,4,334,10,BIG SPENDER
21439,32,5,110.87,4,4,4,444,12,STARS
15581,272,3,110.84,3,3,4,334,10,BIG SPENDER
18292,24,4,110.83,4,4,4,444,12,STARS
15956,207,3,110.8,3,3,4,334,10,BIG SPENDER
18625,89,6,110.79,4,4,4,444,12,STARS
17295,17,6,110.78,4,4,4,444,12,STARS
2580,503,2,110.72,2,3,4,234,9,BIG SPENDER
2822,108,5,110.69,4,4,4,444,12,STARS
20575,363,2,110.69,3,3,4,334,10,BIG SPENDER
21196,79,4,110.66,4,4,4,444,12,STARS
5601,109,7,110.65,4,4,4,444,12,STARS
1270,483,3,110.63,2,3,4,234,9,BIG SPENDER
21474,115,5,110.6,4,4,4,444,12,STARS
16448,309,3,110.57,3,3,4,334,10,BIG SPENDER
23010,464,1,110.51,3,1,4,314,8,BIG SPENDER
23264,115,3,110.51,4,3,4,434,11,BIG SPENDER
103,74,3,110.49,4,3,4,434,11,BIG SPENDER
1089,279,4,110.47,3,4,4,344,11,BIG SPENDER
16579,28,5,110.45,4,4,4,444,12,STARS
2872,398,2,110.39,3,3,4,334,10,BIG SPENDER
15646,222,4,110.3,3,4,4,344,11,BIG SPENDER
20858,70,5,110.22,4,4,4,444,12,STARS
14330,418,4,110.19,3,4,4,344,11,BIG SPENDER
15406,205,4,110.19,4,4,4,444,12,STARS
19135,472,2,110.17,2,3,4,234,9,BIG SPENDER
14510,261,4,110.14,3,4,4,344,11,BIG SPENDER
5429,524,1,110.06,1,1,4,114,6,BIG SPENDER
19259,234,5,110.04,3,4,4,344,11,BIG SPENDER
1393,35,4,110.01,4,4,4,444,12,STARS
4497,528,1,110.0,1,1,4,114,6,BIG SPENDER
12170,422,5,110.0,3,4,4,344,11,BIG SPENDER
11600,371,2,109.98,3,3,4,334,10,BIG SPENDER
12955,335,2,109.96,3,3,4,334,10,BIG SPENDER
1166,541,1,109.9,1,1,4,114,6,BIG SPENDER
17188,346,2,109.81,3,3,4,334,10,BIG SPENDER
19871,102,3,109.79,4,3,4,434,11,BIG SPENDER
11554,3,2,109.78,4,3,4,434,11,BIG SPENDER
6408,330,3,109.76,3,3,4,334,10,BIG SPENDER
2264,136,4,109.75,4,4,4,444,12,STARS
7458,16,4,109.68,4,4,4,444,12,STARS
5496,278,3,109.66,3,3,4,334,10,BIG SPENDER
2125,75,4,109.64,4,4,4,444,12,STARS
4454,73,6,109.63,4,4,4,444,12,STARS
2624,358,4,109.61,3,4,4,344,11,BIG SPENDER
16680,32,3,109.58,4,3,4,434,11,BIG SPENDER
3933,484,2,109.57,2,3,4,234,9,BIG SPENDER
2281,365,2,109.56,3,3,4,334,10,BIG SPENDER
18138,28,4,109.54,4,4,4,444,12,STARS
2036,424,4,109.53,3,4,4,344,11,BIG SPENDER
3878,35,3,109.52,4,3,4,434,11,BIG SPENDER
4065,484,2,109.51,2,3,4,234,9,BIG SPENDER
8844,398,2,109.5,3,3,4,334,10,BIG SPENDER
2729,157,3,109.49,4,3,4,434,11,BIG SPENDER
2101,120,4,109.48,4,4,4,444,12,STARS
9476,143,5,109.48,4,4,4,444,12,STARS
11734,111,2,109.39,4,3,4,434,11,BIG SPENDER
13430,471,3,109.37,3,3,4,334,10,BIG SPENDER
8657,512,1,109.34,1,1,4,114,6,BIG SPENDER
17052,21,3,109.34,4,3,4,434,11,BIG SPENDER
9066,473,2,109.32,2,3,4,234,9,BIG SPENDER
893,542,1,109.28,1,1,4,114,6,BIG SPENDER
3500,207,2,109.26,3,3,4,334,10,BIG SPENDER
6806,32,6,109.26,4,4,4,444,12,STARS
14074,475,2,109.18,2,3,4,234,9,BIG SPENDER
4537,442,2,109.17,3,3,4,334,10,BIG SPENDER
